pid-experiment-root-01.csv;212.086336;0.133758;159.280000;18.848079;15.986832;0.523740;14335.200012;4048255.270415;1446.000000;155.983927;77.777778
pid-experiment-root-02.csv;223.900436;0.135042;169.702216;86.900794;19.317754;0.530827;15273.199445;4511826.471692;1380.000000;84.827243;78.888889
pid-experiment-root-03.csv;194.254453;0.144685;141.388887;16.260910;14.185443;0.573514;12724.999817;3396131.330444;1426.000000;117.924048;83.333333
pid-experiment-root-04.csv;195.966674;0.137405;137.126665;19.258552;14.461742;0.579921;12341.399841;3456264.358389;1610.000000;144.881100;78.888889
pid-experiment-root-05.csv;232.097056;0.150166;163.439999;24.311029;17.781442;0.520633;14709.599915;4848213.904557;1498.000000;114.380052;75.555556
pid-experiment-root-06.csv;202.296312;0.138616;146.091110;18.418020;15.165987;0.548589;13148.199921;3683141.811987;1459.000000;129.214104;76.666667
pid-experiment-root-07.csv;261.994971;0.141634;191.404451;30.689439;20.375482;0.447203;17226.400589;6177722.816245;1434.000000;110.039133;66.666667
pid-experiment-root-08.csv;218.679180;0.141448;164.655553;22.322316;17.736861;0.533084;14818.999725;4303852.540430;1241.000000;99.840012;72.222222
pid-experiment-root-09.csv;229.203182;0.162856;160.859999;24.549497;17.516282;0.486634;14477.399887;4728068.859284;1433.000000;113.944979;76.666667
pid-experiment-root-10.csv;187.642204;0.143986;136.373337;17.931347;14.618638;0.615953;12273.600372;3168863.700801;1165.000000;96.132683;81.111111
